Date,Month,Year,Season,Day_of_Week,Is_Weekend,Weather_Type,Location_City,Location_State,Country,Zone,Place_Name,Place_Type,Establishment_Year,Google_Rating,Significance,Airport_Within_50km,Weekly_Off,DSLR_Allowed,Review_Count_Lakhs,Visitors_Count,Ticket_Price,Revenue,Tourist_Type,Rating
2023-05-25,May,2023,Summer,Thursday,No,Warm,Bastar,Chhattisgarh,India,Central,Chitrakote Falls,Waterfall,Unknown,4.5,Nature,No,None,Yes,0.19,198,0,0,International,4.5
2023-09-07,September,2023,Monsoon,Thursday,No,Humid,Kurnool,Andhra Pradesh,India,Southern,Belum Caves,Cave,Unknown,4.2,Natural Wonder,Yes,None,Yes,0.11,156,68,10608,Domestic,4.2
2023-11-28,November,2023,Autumn,Tuesday,No,Cool,Thiruvananthapuram,Kerala,India,Southern,Padmanabhaswamy Temple,Temple,Unknown,4.8,Religious,Yes,None,No,0.46,446,0,0,Domestic,4.8
2024-08-23,August,2024,Monsoon,Friday,No,Humid,Ratnagiri,Maharastra,India,Western,Ganapatipule Temple,Temple,1600,4.7,Religious,No,None,No,0.1,133,0,0,Domestic,4.7
2025-02-12,February,2025,Winter,Wednesday,No,Clear,Greater Noida,Uttar Pradesh,India,Central,Buddh International Circuit,Race Track,2011,4.5,Sports,Yes,Sunday,Yes,7.4,2224,1420,3158080,International,4.5
2023-09-05,September,2023,Monsoon,Tuesday,No,Rainy,Meerut,Uttar Pradesh,India,Central,Augarnath Temple,Temple,Unknown,4.8,Religious,Yes,None,No,0.045,27,0,0,Domestic,4.8
2023-01-11,January,2023,Winter,Wednesday,No,Cool,Dwarka,Gujarat,India,Western,Dwarkadhish Temple,Temple,-400,4.5,Religious,No,None,No,0.59,523,0,0,Domestic,4.5
2024-11-04,November,2024,Autumn,Monday,No,Cool,Gangtok,Sikkim,India,Eastern,Baba Harbhajan Singh Temple,Temple,1967,4.8,Religious,Yes,None,No,0.075,154,0,0,International,4.8
2023-06-08,June,2023,Monsoon,Thursday,No,Humid,Fatehpur Sikri,Uttar Pradesh,India,Central,Buland Darwaza,Monument,1571,4.3,Historical,Yes,None,Yes,0.07,81,39,3159,Domestic,4.3
2025-01-08,January,2025,Winter,Wednesday,No,Foggy,Ahmedabad,Gujarat,India,Western,Science City,Science,2002,4.3,Educational,Yes,Monday,Yes,0.11,340,476,161840,Domestic,4.3
2023-01-14,January,2023,Winter,Saturday,Yes,Cool,Srisailam,Andhra Pradesh,India,Southern,Mallikarjuna Swamy Temple,Temple,Unknown,4.7,Religious,No,None,No,0.49,466,0,0,Domestic,4.7
2023-06-16,June,2023,Monsoon,Friday,No,Cloudy,Delhi,Delhi,India,Northern,Agrasen ki Baoli,Stepwell,1400,4.1,Historical,Yes,None,Yes,0.41,152,0,0,Domestic,4.1
2024-08-01,August,2024,Monsoon,Thursday,No,Rainy,Kevadia,Gujarat,India,Western,Statue of Unity,Monument,2018,4.8,Historical,No,Monday,Yes,0.67,258,361,93138,International,4.8
2025-08-12,August,2025,Monsoon,Tuesday,No,Cloudy,Hyderabad,Telangana,India,Southern,Hussain Sagar Lake,Lake,1563,4.1,Scenic,Yes,None,Yes,0.5,309,0,0,Domestic,4.1
2023-10-19,October,2023,Autumn,Thursday,No,Clear,Goa,Goa,India,Southern,Dr. Salim Ali Bird Santuary,Bird Sanctuary,1988,3.9,Wildlife,Yes,None,Yes,0.03,188,10,1880,International,3.9
2023-03-16,March,2023,Summer,Thursday,No,Sunny,Badami,Karnataka,India,Southern,Badami Cave Temples,Cave,600,4.6,Religious,No,None,No,0.2,99,28,2772,Domestic,4.6
2023-11-19,November,2023,Autumn,Sunday,Yes,Pleasant,Delhi,Delhi,India,Northern,Jantar Mantar,Observatory,1724,4.2,Scientific,Yes,None,Yes,0.31,356,14,4984,Domestic,4.2
2023-08-01,August,2023,Monsoon,Tuesday,No,Humid,Bolpur,West Bengal,India,Eastern,Kankalitala Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.045,94,0,0,Domestic,4.6
2024-11-26,November,2024,Autumn,Tuesday,No,Pleasant,Cherrapunji,Meghalaya,India,North Eastern,Living Root Bridge,Natural Feature,Unknown,4.7,Nature,No,None,Yes,0.06,106,0,0,Domestic,4.7
2023-12-21,December,2023,Winter,Thursday,No,Cold,Lonavala,Maharastra,India,Western,Karla Caves,Cave,200,4.4,Historical,Yes,Yes,Yes,0.27,442,27,11934,International,4.4
2023-06-17,June,2023,Monsoon,Saturday,Yes,Rainy,Tirunelveli,Tamil Nadu,India,Southern,Nellaiappar Temple,Temple,Unknown,4.5,Religious,Yes,None,No,0.16,142,0,0,Domestic,4.5
2025-02-07,February,2025,Winter,Friday,No,Snowy,Kufri,Himachal Pradesh,India,Northern,Kufri Fun World,Ski Resort,1975,3.9,Recreational,Yes,None,Yes,0.1,269,1622,436318,Domestic,3.9
2023-05-20,May,2023,Summer,Saturday,Yes,Hot,Kochi,Kerala,India,Southern,Fort Kochi,Site,1503,4.5,Historical,Yes,None,Yes,0.1,199,0,0,Domestic,4.5
2023-04-24,April,2023,Summer,Monday,No,Sunny,Jaipur,Rajasthan,India,Northern,Albert Hall Museum,Museum,1887,4.5,Historical,Yes,None,Yes,0.63,738,204,150552,Domestic,4.5
2023-12-03,December,2023,Winter,Sunday,Yes,Pleasant,Pushkar,Rajasthan,India,Northern,Pushkar Lake,Temple,1400,4.3,Religious,No,None,Yes,1.6,1011,0,0,International,4.3
2023-01-12,January,2023,Winter,Thursday,No,Cold,Chidambaram,Tamil Nadu,India,Southern,Nataraja Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.28,209,0,0,Domestic,4.6
2024-12-18,December,2024,Winter,Wednesday,No,Clear,Murudeshwar,Karnataka,India,Southern,Murudeshwar Temple,Temple,Unknown,4.9,Religious,Yes,None,No,0.49,260,0,0,Domestic,4.9
2024-07-20,July,2024,Monsoon,Saturday,Yes,Cloudy,Porbandar,Uttar Pradesh,India,Central,Kirti Mandir,Memorial,1950,5.0,Historical,Yes,None,Yes,0.03,94,0,0,Domestic,5.0
2023-04-30,April,2023,Summer,Sunday,Yes,Hot,Neil Island,Andaman and Nicobar Islands,India,Southern,Bharatpur Beach,Beach,Unknown,4.6,Nature,No,None,Yes,0.04,46,0,0,International,4.6
2024-11-23,November,2024,Autumn,Saturday,Yes,Cool,Chidambaram,Tamil Nadu,India,Southern,Nataraja Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.28,317,0,0,Domestic,4.6
2025-02-17,February,2025,Winter,Monday,No,Cool,Kannur,Kerala,India,Southern,St. Angelo Fort,Fort,1505,4.3,Historical,Yes,None,Yes,0.11,155,18,2790,Domestic,4.3
2023-04-07,April,2023,Summer,Friday,No,Sunny,Tarkarli,Maharashtra,India,Western,Tarkarli Beach,Beach,Unknown,4.5,Recreational,No,None,Yes,0.065,106,0,0,Domestic,4.5
2023-03-19,March,2023,Summer,Sunday,Yes,Hot,Kolkata,West Bengal,India,Eastern,Dakshineswar Kali Temple,Temple,1855,4.9,Religious,Yes,None,Yes,0.82,898,0,0,Domestic,4.9
2025-01-22,January,2025,Winter,Wednesday,No,Pleasant,Agartala,Tripura,India,North Eastern,Ujjayanta Palace,Palace,1901,4.5,Historical,Yes,Monday,Yes,0.035,69,9,621,Domestic,4.5
2023-03-31,March,2023,Summer,Friday,No,Humid,Mumbai,Maharastra,India,Western,Chowpatty Beach,Beach,Unknown,4.3,Recreational,Yes,None,Yes,0.05,45,0,0,Domestic,4.3
2023-12-06,December,2023,Winter,Wednesday,No,Pleasant,Bastar,Chhattisgarh,India,Central,Chitrakote Falls,Waterfall,Unknown,4.7,Nature,No,None,Yes,0.19,497,0,0,Domestic,4.7
2024-12-04,December,2024,Winter,Wednesday,No,Cool,Bangalore,Karnataka,India,Southern,Vidhana Soudha,Government Building,1956,4.8,Architectural,Yes,None,No,0.8,876,0,0,Domestic,4.8
2024-08-14,August,2024,Monsoon,Wednesday,No,Humid,Kochi,Kerala,India,Southern,Kerala Folklore Museum,Cultural,2009,4.4,Cultural,Yes,Monday,Yes,0.1,234,105,24570,Domestic,4.4
2024-03-17,March,2024,Summer,Sunday,Yes,Hot,Porbandar,Uttar Pradesh,India,Central,Kirti Mandir,Memorial,1950,4.6,Historical,Yes,None,Yes,0.03,118,0,0,Domestic,4.6
2025-10-21,October,2025,Autumn,Tuesday,No,Pleasant,Narkanda,Himachal Pradesh,India,Northern,Hatu Peak,Viewpoint,Unknown,4.5,Nature,Yes,None,Yes,1.1,564,0,0,Domestic,4.5
2025-01-23,January,2025,Winter,Thursday,No,Clear,Cooch Behar,West Bengal,India,Eastern,Cooch Behar Palace,Palace,1887,4.6,Historical,Yes,Friday,Yes,0.09,244,22,5368,Domestic,4.6
2024-06-04,June,2024,Monsoon,Tuesday,No,Humid,Aurangabad,Maharastra,India,Western,Ajanta Caves,Cave,200,4.8,Historical,Yes,Monday,Yes,0.21,219,28,6132,Domestic,4.8
2024-03-19,March,2024,Summer,Tuesday,No,Pleasant,Ravangla,Sikkim,India,Eastern,Buddha Park,Park,213,4.9,Cultural,Yes,None,Yes,0.1,123,47,5781,Domestic,4.9
2024-08-09,August,2024,Monsoon,Friday,No,Cloudy,Puducherry,Puducherry,India,Southern,Promenade Beach,Beach,Unknown,4.6,Recreational,Yes,None,Yes,0.09,38,0,0,Domestic,4.6
2024-03-21,March,2024,Summer,Thursday,No,Warm,Hyderabad,Telangana,India,Southern,Qutb Shahi Tombs,Tombs,1600,4.6,Historical,Yes,None,Yes,0.2,289,26,7514,Domestic,4.6
2023-09-17,September,2023,Monsoon,Sunday,Yes,Rainy,Bangalore,Karnataka,India,Southern,Vidhana Soudha,Government Building,1956,4.7,Architectural,Yes,None,No,0.8,570,0,0,Domestic,4.7
2025-11-16,November,2025,Autumn,Sunday,Yes,Warm,Mumbai,Maharastra,India,Western,Sanjay Gandhi National Park,National Park,1996,4.4,Wildlife,Yes,Monday,Yes,0.6,708,47,33276,Domestic,4.4
2023-07-07,July,2023,Monsoon,Friday,No,Rainy,Jaipur,Rajasthan,India,Northern,Albert Hall Museum,Museum,1887,4.5,Historical,Yes,None,Yes,0.63,201,186,37386,Domestic,4.5
2023-02-16,February,2023,Winter,Thursday,No,Foggy,Hyderabad,Telangana,India,Southern,Ramoji Film City,Film Studio,1996,4.4,Entertainment,Yes,None,Yes,0.45,382,1118,427076,Domestic,4.4
2023-10-30,October,2023,Autumn,Monday,No,Pleasant,Kargil,Ladakh,India,Northern,Kargil War Memorial,War Memorial,24,4.8,Historical,No,None,Yes,0.011,198,0,0,Domestic,4.8
2024-11-24,November,2024,Autumn,Sunday,Yes,Warm,Goa,Goa,India,Southern,Colva Beach,Beach,Unknown,4.3,Scenic,Yes,None,Yes,0.1,544,0,0,Domestic,4.3
2023-07-10,July,2023,Monsoon,Monday,No,Humid,Jaipur,Rajasthan,India,Northern,Hawa Mahal,Palace,1799,4.5,Architectural,Yes,None,Yes,1.3,709,52,36868,Domestic,4.5
2025-11-14,November,2025,Autumn,Friday,No,Warm,Mumbai,Maharastra,India,Western,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,4.4,Historical,Yes,None,Yes,0.34,184,460,84640,Domestic,4.4
2023-11-29,November,2023,Autumn,Wednesday,No,Pleasant,Port Blair,Andaman and Nicobar Islands,India,Southern,Cellular Jail,Landmark,1906,4.7,Historical,Yes,Monday,Yes,0.12,226,28,6328,Domestic,4.7
2025-06-13,June,2025,Monsoon,Friday,No,Cloudy,Leh,Ladakh,India,Northern,Magnetic Hill,Gravity Hill,Unknown,3.8,Nature,Yes,None,Yes,0.1,194,0,0,Domestic,3.8
2023-07-01,July,2023,Monsoon,Saturday,Yes,Rainy,Bhubaneswar,Odisha,India,Eastern,Lingaraj Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.35,114,0,0,Domestic,4.6
2023-09-24,September,2023,Monsoon,Sunday,Yes,Foggy,Tawang,Arunachal Pradesh,India,North Eastern,Tawang Monastery,Monastery,1680,4.8,Religious,No,None,No,0.032,93,0,0,Domestic,4.8
2023-06-21,June,2023,Monsoon,Wednesday,No,Humid,Ujjain,Madhya Pradesh,India,Central,Mahakaleshwar Jyotirlinga,Temple,-3500,4.8,Religious,Yes,None,No,1.2,632,0,0,Domestic,4.8
2025-10-18,October,2025,Autumn,Saturday,Yes,Clear,Hyderabad,Telangana,India,Southern,Chowmahalla Palace,Palace,1800,4.3,Historical,Yes,None,Yes,0.45,123,78,9594,Domestic,4.3
2024-08-04,August,2024,Monsoon,Sunday,Yes,Humid,Mumbai,Maharastra,India,Western,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,4.4,Historical,Yes,None,Yes,0.34,211,505,106555,Domestic,4.4
2024-10-01,October,2024,Autumn,Tuesday,No,Clear,Udaipur,Rajasthan,India,Northern,City Palace,Palace,1559,4.2,Historical,Yes,None,Yes,0.51,579,282,163278,Domestic,4.2
2023-06-29,June,2023,Monsoon,Thursday,No,Warm,Jaisalmer,Rajasthan,India,Northern,Jaisalmer Fort,Fort,1156,4.2,Historical,No,None,Yes,0.56,354,48,16992,Domestic,4.2
2025-03-02,March,2025,Summer,Sunday,Yes,Hot,Delhi,Delhi,India,Northern,Garden of Five Senses,Park,2003,4.2,Botanical,Yes,None,Yes,0.23,274,37,10138,Domestic,4.2
2025-05-06,May,2025,Summer,Tuesday,No,Warm,Agra,Uttar Pradesh,India,Central,Taj Mahal,Mausoleum,1632,4.8,Historical,Yes,Friday,Yes,2.25,1582,46,72772,International,4.8
2025-08-24,August,2025,Monsoon,Sunday,Yes,Cloudy,Jim Corbett,Uttarakhand,India,Northern,Jim Corbett National Park,National Park,1936,4.4,Wildlife,Yes,None,Yes,0.3,187,103,19261,Domestic,4.4
2023-07-30,July,2023,Monsoon,Sunday,Yes,Rainy,Delhi,Delhi,India,Northern,Agrasen ki Baoli,Stepwell,1400,4.3,Historical,Yes,None,Yes,0.41,178,0,0,Domestic,4.3
2025-07-03,July,2025,Monsoon,Thursday,No,Rainy,Mysore,Karnataka,India,Southern,Mysore Palace,Palace,1912,4.7,Historical,Yes,None,Yes,2.5,1152,50,57600,Domestic,4.7
2024-02-22,February,2024,Winter,Thursday,No,Cold,Meerut,Uttar Pradesh,India,Central,Augarnath Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.045,158,0,0,International,4.7
2024-03-12,March,2024,Summer,Tuesday,No,Pleasant,Almora,Uttarakhand,India,Northern,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,4.1,Wildlife,No,None,Yes,0.01,92,148,13616,Domestic,4.1
2023-06-03,June,2023,Monsoon,Saturday,Yes,Cloudy,Delhi,Delhi,India,Northern,Akshardham Temple,Temple,2005,4.6,Religious,Yes,None,No,0.4,98,57,5586,Domestic,4.6
2023-07-07,July,2023,Monsoon,Friday,No,Cloudy,Porbandar,Uttar Pradesh,India,Central,Kirti Mandir,Memorial,1950,4.7,Historical,Yes,None,Yes,0.03,73,0,0,Domestic,4.7
2023-04-26,April,2023,Summer,Wednesday,No,Warm,Bolpur,West Bengal,India,Eastern,Kankalitala Temple,Temple,Unknown,4.8,Religious,Yes,None,No,0.045,66,0,0,Domestic,4.8
2024-11-23,November,2024,Autumn,Saturday,Yes,Warm,Hyderabad,Telangana,India,Southern,Hussain Sagar Lake,Lake,1563,4.1,Scenic,Yes,None,Yes,0.5,339,0,0,Domestic,4.1
2024-07-12,July,2024,Monsoon,Friday,No,Humid,Mumbai,Maharastra,India,Western,Essel World,Amusement Park,1986,4.3,Recreational,Yes,None,Yes,0.27,117,1219,142623,Domestic,4.3
2023-06-30,June,2023,Monsoon,Friday,No,Rainy,Gandhinagar,Gujarat,India,Western,Akshardham,Temple,1992,4.5,Religious,Yes,Monday,No,0.18,132,0,0,Domestic,4.5
2023-12-31,December,2023,Winter,Sunday,Yes,Cool,Kolkata,West Bengal,India,Eastern,Eden Gardens,Cricket Ground,1864,4.2,Sports,Yes,None,Yes,0.1,657,2454,1612278,Domestic,4.2
2023-01-01,January,2023,Winter,Sunday,Yes,Pleasant,Guwahati,Assam,India,North Eastern,Umananda Island,Island,Unknown,4.0,Nature,Yes,None,Yes,0.01,160,0,0,Domestic,4.0
2024-12-26,December,2024,Winter,Thursday,No,Pleasant,Satara,Maharashtra,India,Western,Kaas Plateau,Valley,Unknown,4.4,Nature,No,None,Yes,0.05,214,318,68052,Domestic,4.4
2024-05-07,May,2024,Summer,Tuesday,No,Sunny,Chennai,Tamil Nadu,India,Southern,Marina Beach,Beach,Unknown,4.0,Recreational,Yes,None,Yes,0.1,332,0,0,International,4.0
2024-09-15,September,2024,Monsoon,Sunday,Yes,Humid,Varanasi,Uttar Pradesh,India,Central,Kashi Vishwanath Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.9,157,0,0,Domestic,4.7
2025-09-17,September,2025,Monsoon,Wednesday,No,Humid,Bhubaneswar,Odisha,India,Eastern,Nandankanan Zoological Park,Zoo,1960,4.5,Wildlife,Yes,Monday,Yes,0.81,233,54,12582,Domestic,4.5
2025-02-14,February,2025,Winter,Friday,No,Cold,McLeod Ganj,Himachal Pradesh,India,Northern,Triund Trek,Trekking,Unknown,4.7,Adventure,Yes,None,Yes,0.01,198,0,0,Domestic,4.7
2023-02-18,February,2023,Winter,Saturday,Yes,Clear,Bhopal,Madhya Pradesh,India,Central,Sanchi Stupa,Monument,-300,4.6,Historical,Yes,None,Yes,0.01,245,29,7105,Domestic,4.6
2025-01-06,January,2025,Winter,Monday,No,Clear,Bangalore,Karnataka,India,Southern,ISKCON Temple Bangalore,Temple,1997,4.5,Religious,Yes,None,Yes,1.14,1919,0,0,Domestic,4.5
2025-10-07,October,2025,Autumn,Tuesday,No,Pleasant,Hyderabad,Telangana,India,Southern,Ramoji Film City,Film Studio,1996,4.5,Entertainment,Yes,None,Yes,0.45,164,1226,201064,Domestic,4.5
2023-09-11,September,2023,Monsoon,Monday,No,Rainy,Badami,Karnataka,India,Southern,Badami Cave Temples,Cave,600,4.7,Religious,No,None,No,0.2,112,31,3472,Domestic,4.7
2023-10-13,October,2023,Autumn,Friday,No,Clear,Vrindavan,Uttar Pradesh,India,Central,Banke Bihari Temple,Temple,1864,4.9,Religious,Yes,None,No,0.37,434,0,0,Domestic,4.9
2023-04-07,April,2023,Summer,Friday,No,Hot,Visakhapatnam,Andhra Pradesh,India,Southern,Rishikonda Beach,Beach,Unknown,4.6,Recreational,Yes,None,Yes,0.39,139,0,0,Domestic,4.6
2024-12-25,December,2024,Winter,Wednesday,No,Snowy,Gangtok,Sikkim,India,Eastern,Tsomgo Lake,Lake,Unknown,4.5,Nature,Yes,None,Yes,0.15,360,0,0,Domestic,4.5
2024-04-09,April,2024,Summer,Tuesday,No,Sunny,Ahmedabad,Gujarat,India,Western,Sabarmati Ashram,Historical,1915,4.7,Historical,Yes,None,Yes,0.35,182,0,0,Domestic,4.7
2025-02-21,February,2025,Winter,Friday,No,Cool,Rann of Kutch,Gujarat,India,Western,Rann Utsav,Cultural,Unknown,5.0,Cultural,Yes,None,Yes,0.1,254,6909,1754886,Domestic,5.0
2023-11-17,November,2023,Autumn,Friday,No,Pleasant,Gurugram,Haryana,India,Northern,DLF CyberHub,Commercial Complex,Unknown,4.7,Entertainment,Yes,None,Yes,0.71,581,0,0,Domestic,4.7
2024-10-31,October,2024,Autumn,Thursday,No,Clear,Sundarbans,West Bengal,India,Eastern,Sundarbans National Park,National Park,1984,4.5,Wildlife,No,None,Yes,0.065,100,61,6100,Domestic,4.5
2024-10-03,October,2024,Autumn,Thursday,No,Cool,Kangra,Himachal Pradesh,India,Northern,Kangra Fort,Fort,400,4.5,Historical,Yes,None,Yes,0.1,423,155,65565,Domestic,4.5
2025-05-25,May,2025,Summer,Sunday,Yes,Sunny,Agra,Uttar Pradesh,India,Central,Agra Fort,Fort,1565,4.6,Historical,Yes,None,Yes,1.3,1483,36,53388,International,4.6
2023-11-01,November,2023,Autumn,Wednesday,No,Cool,Thanjavur,Tamil Nadu,India,Southern,Brihadeeswarar Temple,Temple,110,4.7,Religious,Yes,None,No,0.35,296,0,0,Domestic,4.7
2024-03-24,March,2024,Summer,Sunday,Yes,Sunny,Hyderabad,Telangana,India,Southern,Lumbini Park,Park,1994,4.0,Recreational,Yes,None,Yes,0.73,561,19,10659,Domestic,4.0
2025-07-13,July,2025,Monsoon,Sunday,Yes,Humid,Delhi,Delhi,India,Northern,India Gate,War Memorial,1921,4.4,Historical,Yes,None,Yes,2.6,1710,0,0,Domestic,4.4
2023-08-19,August,2023,Monsoon,Saturday,Yes,Stormy,Tarkarli,Maharashtra,India,Western,Tarkarli Beach,Beach,Unknown,4.4,Recreational,No,None,Yes,0.065,65,0,0,International,4.4
2025-12-24,December,2025,Winter,Wednesday,No,Foggy,Delhi,Delhi,India,Northern,India Gate,War Memorial,1921,4.8,Historical,Yes,None,Yes,2.6,3228,0,0,Domestic,4.8
2025-01-02,January,2025,Winter,Thursday,No,Cool,Rameswaram,Tamil Nadu,India,Southern,Ramanathaswamy Temple,Temple,Unknown,4.5,Religious,No,None,No,0.01,134,0,0,Domestic,4.5
2025-04-05,April,2025,Summer,Saturday,Yes,Hot,Bastar,Chhattisgarh,India,Central,Chitrakote Falls,Waterfall,Unknown,4.7,Nature,No,None,Yes,0.19,220,0,0,Domestic,4.7
2023-04-15,April,2023,Summer,Saturday,Yes,Hot,Port Blair,Andaman and Nicobar Islands,India,Southern,Cellular Jail,Landmark,1906,4.6,Historical,Yes,Monday,Yes,0.12,323,32,10336,Domestic,4.6
2025-08-10,August,2025,Monsoon,Sunday,Yes,Cloudy,Dalhousie,Himachal Pradesh,India,Northern,Khajjiar Lake,Lake,Unknown,4.4,Nature,No,None,Yes,0.1,63,0,0,International,4.4
2025-11-06,November,2025,Autumn,Thursday,No,Pleasant,Vadodara,Gujarat,India,Western,Laxmi Vilas Palace,Palace,1890,4.4,Historical,Yes,Monday,Yes,0.17,189,190,35910,Domestic,4.4
2025-04-05,April,2025,Summer,Saturday,Yes,Partly Cloudy,Pachmarhi,Madhya Pradesh,India,Central,Bee Falls,Waterfall,Unknown,4.8,Nature,No,None,Yes,0.065,127,15,1905,Domestic,4.8
2024-10-28,October,2024,Autumn,Monday,No,Cool,Matheran,Maharashtra,India,Western,Echo Point,Viewpoint,1828,4.6,Nature,Yes,None,Yes,0.02,51,0,0,Domestic,4.6
2023-01-06,January,2023,Winter,Friday,No,Clear,Matheran,Maharashtra,India,Western,Echo Point,Viewpoint,1828,4.4,Nature,Yes,None,Yes,0.02,95,0,0,Domestic,4.4
2023-06-17,June,2023,Monsoon,Saturday,Yes,Rainy,Hyderabad,Telangana,India,Southern,Inorbit Mall Cyberabad,Mall,2004,4.7,Shopping,Yes,None,Yes,1.2,1033,0,0,Domestic,4.7
2024-03-10,March,2024,Summer,Sunday,Yes,Partly Cloudy,Dalhousie,Himachal Pradesh,India,Northern,Khajjiar Lake,Lake,Unknown,4.4,Nature,No,None,Yes,0.1,275,0,0,Domestic,4.4
2025-02-25,February,2025,Winter,Tuesday,No,Warm,Mumbai,Maharastra,India,Western,Chowpatty Beach,Beach,Unknown,4.3,Recreational,Yes,None,Yes,0.05,285,0,0,Domestic,4.3
2024-04-25,April,2024,Summer,Thursday,No,Hot,Ajmer,Rajasthan,India,Northern,Ajmer Sharif Dargah,Shrine,1236,4.6,Religious,Yes,None,No,0.35,320,0,0,Domestic,4.6
2024-09-25,September,2024,Monsoon,Wednesday,No,Rainy,Guwahati,Assam,India,North Eastern,Umananda Island,Island,Unknown,4.1,Nature,Yes,None,Yes,0.01,45,0,0,Domestic,4.1
2024-07-11,July,2024,Monsoon,Thursday,No,Hot,Bikaner,Rajasthan,India,Northern,Junagarh Fort,Fort,1589,4.6,Historical,Yes,None,Yes,0.32,58,48,2784,Domestic,4.6
2025-11-03,November,2025,Autumn,Monday,No,Clear,Diu,Daman and Diu,India,Western,Naida Caves,Cave,Unknown,4.4,Nature,No,None,Yes,0.6,760,0,0,International,4.4
2025-05-22,May,2025,Summer,Thursday,No,Pleasant,Chamba,Himachal Pradesh,India,Northern,Chamera Lake,Lake,Unknown,4.3,Recreational,No,None,Yes,0.01,167,0,0,Domestic,4.3
2025-04-09,April,2025,Summer,Wednesday,No,Warm,Kolkata,West Bengal,India,Eastern,Dakshineswar Kali Temple,Temple,1855,4.8,Religious,Yes,None,Yes,0.82,662,0,0,Domestic,4.8
2025-10-14,October,2025,Autumn,Tuesday,No,Clear,Pushkar,Rajasthan,India,Northern,Pushkar Lake,Temple,1400,4.3,Religious,No,None,Yes,1.6,1702,0,0,Domestic,4.3
2024-08-31,August,2024,Monsoon,Saturday,Yes,Cloudy,Kolkata,West Bengal,India,Eastern,Victoria Memorial,Museum,1921,4.5,Historical,Yes,Monday,Yes,0.73,267,28,7476,Domestic,4.5
2025-03-20,March,2025,Summer,Thursday,No,Partly Cloudy,Shimla,Himachal Pradesh,India,Northern,The Ridge,Scenic Point,Unknown,4.8,Recreational,Yes,None,Yes,0.03,184,0,0,International,4.8
2023-11-13,November,2023,Autumn,Monday,No,Cool,Tawang,Arunachal Pradesh,India,North Eastern,Tawang Monastery,Monastery,1680,4.5,Religious,No,None,No,0.032,66,0,0,Domestic,4.5
2023-11-22,November,2023,Autumn,Wednesday,No,Clear,Haridwar,Uttarakhand,India,Northern,Har Ki Pauri,Ghat,Unknown,4.4,Religious,Yes,None,Yes,0.025,161,0,0,Domestic,4.4
2024-11-13,November,2024,Autumn,Wednesday,No,Pleasant,Goa,Goa,India,Southern,Calangute Beach,Beach,Unknown,4.4,Scenic,Yes,None,Yes,0.26,262,0,0,Domestic,4.4
2023-03-01,March,2023,Summer,Wednesday,No,Sunny,Sivasagar,Assam,India,North Eastern,Sivasagar Sivadol,Temple,1734,4.7,Historical,No,None,Yes,0.065,165,0,0,Domestic,4.7
2023-03-15,March,2023,Summer,Wednesday,No,Sunny,Delhi,Delhi,India,Northern,Waste to Wonder Park,Theme Park,2019,4.2,Environmental,Yes,Monday,Yes,0.27,251,51,12801,Domestic,4.2
2024-08-26,August,2024,Monsoon,Monday,No,Rainy,Chikmagalur,Karnataka,India,Southern,Mullayanagiri,Mountain Peak,Unknown,4.6,Nature,No,None,Yes,0.05,60,0,0,Domestic,4.6
2025-04-21,April,2025,Summer,Monday,No,Sunny,Jaipur,Rajasthan,India,Northern,Jaigarh Fort,Fort,1726,4.3,Historical,Yes,None,Yes,0.3,333,35,11655,Domestic,4.3
2024-08-26,August,2024,Monsoon,Monday,No,Foggy,Gangtok,Sikkim,India,Eastern,Rumtek Monastery,Monastery,Unknown,4.6,Religious,Yes,None,No,0.035,50,9,450,Domestic,4.6
2025-08-03,August,2025,Monsoon,Sunday,Yes,Humid,Ahmedabad,Gujarat,India,Western,Manek Chowk,Market,Unknown,4.6,Food,Yes,None,Yes,0.49,292,0,0,Domestic,4.6
2024-03-11,March,2024,Summer,Monday,No,Warm,Delhi,Delhi,India,Northern,Garden of Five Senses,Park,2003,4.0,Botanical,Yes,None,Yes,0.23,136,33,4488,Domestic,4.0
2025-11-01,November,2025,Autumn,Saturday,Yes,Clear,Sundarbans,West Bengal,India,Eastern,Sundarbans National Park,National Park,1984,4.2,Wildlife,No,None,Yes,0.065,122,56,6832,Domestic,4.2
2025-11-08,November,2025,Autumn,Saturday,Yes,Pleasant,Puducherry,Puducherry,India,Southern,Promenade Beach,Beach,Unknown,4.7,Recreational,Yes,None,Yes,0.09,118,0,0,Domestic,4.7
2024-11-21,November,2024,Autumn,Thursday,No,Clear,Udhampur,Jammu and Kashmir,India,Northern,Patnitop Height,Hill,Unknown,3.9,Recreational,No,None,Yes,0.01,146,0,0,Domestic,3.9
